Index	Gene	PCC	KLS Degree	KSS Degree
78	GRMZM2G110378	0.400688289742	7	3
79	GRMZM2G476810	0.20044868046	14	0
80	GRMZM2G032505	0.129379459548	8	0
81	GRMZM2G169207	0.430048333512	6	0
82	GRMZM5G856738	0.233646699673	6	0
83	GRMZM2G700148	0.0133104191705	12	0
84	GRMZM2G068255	0.179802113501	11	0
85	GRMZM5G898755	0.39771211355	8	0
86	GRMZM2G115574	-0.12817336986	9	0
87	GRMZM2G093826	0.392810577416	5	0
88	GRMZM2G149281	0.136156794038	5	0
89	GRMZM2G114380	0.136223578842	7	1
90	GRMZM2G102475	-0.272952951108	12	3
91	GRMZM5G835677	0.105834165417	7	0
92	AC205982.3_FG014	0.404345531374	6	0
93	GRMZM2G431350	0.286965369073	38	0
94	GRMZM2G004382	0.194484770787	0	30
95	GRMZM2G477879	0.103184360771	11	0
96	GRMZM2G099657	0.263888314346	79	0
97	GRMZM2G434533	0.335078095729	6	0
98	GRMZM2G092627	0.192534367149	7	0
99	GRMZM2G091595	-0.272019642118	10	0
100	GRMZM2G073290	0.346751887926	21	1
101	GRMZM2G070126	0.3020757894	8	0
102	GRMZM2G043932	0.449747986004	7	0
103	GRMZM2G177937	0.485096018366	6	0
104	GRMZM2G016447	0.159233408672	9	0
105	GRMZM2G385182	0.33054007564	6	0
106	GRMZM2G456471	0.411837756953	6	0
107	GRMZM2G020438	0.259075391623	5	0
108	AC234201.1_FG003	0.249265615425	0	22
109	GRMZM5G860590	0.303813352037	15	0
110	GRMZM2G089491	0.479422771474	9	1
111	GRMZM2G382914	0.00144098769005	6	0
112	GRMZM2G349554	0.106050927661	13	0
113	GRMZM2G113655	0.218052532233	12	0
114	GRMZM2G331533	0.225143676635	5	0
115	GRMZM2G126010	0.308474848446	12	0
116	GRMZM2G181194	0.146355380172	9	40
117	GRMZM2G153823	0.444732340326	11	0
118	GRMZM2G082019	0.412119153272	14	0
119	GRMZM2G142315	0.467211020382	8	0
120	GRMZM2G006117	0.478041016818	5	0
121	AC233910.1_FG005	0.312340158482	5	1
122	AC212068.4_FG005	0.423532070908	9	0
123	AC203366.4_FG001	0.186751763968	6	0
124	GRMZM2G131539	0.495093785953	6	0
125	GRMZM2G154278	0.0149032475265	17	1
126	GRMZM2G370162	0.491956033104	6	0
127	GRMZM5G843972	0.396864169842	33	0
128	GRMZM2G107302	0.416910719624	11	0
129	GRMZM2G014116	0.458089449908	0	5
130	GRMZM2G175101	0.477893267396	19	0
131	GRMZM2G068665	0.317139840974	0	21
132	GRMZM2G075676	0.422016073445	0	8
133	GRMZM2G128171	0.279812717053	6	0
134	GRMZM2G050701	0.270560767204	6	0
135	GRMZM2G382413	0.478565433167	34	2
136	GRMZM2G399844	0.109343353669	8	0
137	GRMZM2G056702	0.372665123571	6	0
